iin_isam_id,logical_group,post_identifier,process_id,ticket_id,pending,naked,acked_with_failures
63359709B80029,SW - SB TVM - Staging - Group A,eceliveisas1,1078,16,33,0,0
63359709B8011F,SW - SB TVM - Staging - Group B,,1079,17,31,0,0
63359709B80019,SW - Cubic Fixed Validator - Staging - Group A,eceliveisas1,1081,19,31,0,0
63359709B80024,SW - Cubic Fixed Validator - Staging - Group A,eceliveisas1,1081,19,31,0,0
63359709B80025,SW - Cubic Fixed Validator - Staging - Group A,eceliveisas1,1081,19,31,0,0
63359709B80029,SW - SB TVM - Staging - Group A,eceliveisas1,1082,20,31,0,0
63359709B8011F,SW - SB TVM - Staging - Group B,,1083,21,31,0,0
63359709B80019,SW - Cubic Fixed Validator - Staging - Group A,eceliveisas1,1087,25,21,0,0
63359709B80024,SW - Cubic Fixed Validator - Staging - Group A,eceliveisas1,1087,25,21,0,0
63359709B80025,SW - Cubic Fixed Validator - Staging - Group A,eceliveisas1,1087,25,21,0,0
63359709B80029,SW - SB TVM - Staging - Group A,eceliveisas1,1090,28,21,0,0
63359709B8011F,SW - SB TVM - Staging - Group B,,1091,29,21,0,0
63359709B80019,SW - Cubic Fixed Validator - Staging - Group A,eceliveisas1,1093,31,21,0,0
63359709B80024,SW - Cubic Fixed Validator - Staging - Group A,eceliveisas1,1093,31,21,0,0
63359709B80025,SW - Cubic Fixed Validator - Staging - Group A,eceliveisas1,1093,31,21,0,0
63359709B80029,SW - SB TVM - Staging - Group A,eceliveisas1,1096,34,21,0,0
63359709B8011F,SW - SB TVM - Staging - Group B,,1097,35,21,0,0
63359709B80019,SW - Cubic Fixed Validator - Staging - Group A,eceliveisas1,1099,37,4,0,0
63359709B80024,SW - Cubic Fixed Validator - Staging - Group A,eceliveisas1,1099,37,4,0,0
63359709B80025,SW - Cubic Fixed Validator - Staging - Group A,eceliveisas1,1099,37,4,0,0
63359709B80029,SW - SB TVM - Staging - Group A,eceliveisas1,1102,40,4,0,0
63359709B8011F,SW - SB TVM - Staging - Group B,,1103,41,4,0,0
63359709B80019,SW - Cubic Fixed Validator - Staging - Group A,eceliveisas1,1105,43,4,0,0
63359709B80024,SW - Cubic Fixed Validator - Staging - Group A,eceliveisas1,1105,43,4,0,0
63359709B80025,SW - Cubic Fixed Validator - Staging - Group A,eceliveisas1,1105,43,4,0,0
63359709B80029,SW - SB TVM - Staging - Group A,eceliveisas1,1108,46,4,0,0
63359709B8011F,SW - SB TVM - Staging - Group B,,1109,47,4,0,0
63359709B80019,SW - Cubic Fixed Validator - Staging - Group A,eceliveisas1,1111,49,4,0,0
63359709B80024,SW - Cubic Fixed Validator - Staging - Group A,eceliveisas1,1111,49,4,0,0
63359709B80025,SW - Cubic Fixed Validator - Staging - Group A,eceliveisas1,1111,49,4,0,0
63359709B80029,SW - SB TVM - Staging - Group A,eceliveisas1,1114,52,4,0,0
63359709B8011F,SW - SB TVM - Staging - Group B,,1115,53,4,0,0
63359709B80019,SW - Cubic Fixed Validator - Staging - Group A,eceliveisas1,1117,55,4,0,0
63359709B80024,SW - Cubic Fixed Validator - Staging - Group A,eceliveisas1,1117,55,4,0,0
63359709B80025,SW - Cubic Fixed Validator - Staging - Group A,eceliveisas1,1117,55,4,0,0
63359709B80029,SW - SB TVM - Staging - Group A,eceliveisas1,1120,58,4,0,0
63359709B8011F,SW - SB TVM - Staging - Group B,,1121,59,4,0,0
63359709B80019,SW - Cubic Fixed Validator - Staging - Group A,eceliveisas1,1123,61,4,0,0
63359709B80024,SW - Cubic Fixed Validator - Staging - Group A,eceliveisas1,1123,61,4,0,0
63359709B80025,SW - Cubic Fixed Validator - Staging - Group A,eceliveisas1,1123,61,4,0,0
63359709B80029,SW - SB TVM - Staging - Group A,eceliveisas1,1126,64,4,0,0
63359709B8011F,SW - SB TVM - Staging - Group B,,1127,65,4,0,0
63359709B80019,SW - Cubic Fixed Validator - Staging - Group A,eceliveisas1,1129,67,4,0,0
63359709B80024,SW - Cubic Fixed Validator - Staging - Group A,eceliveisas1,1129,67,4,0,0
63359709B80025,SW - Cubic Fixed Validator - Staging - Group A,eceliveisas1,1129,67,4,0,0
63359709B80029,SW - SB TVM - Staging - Group A,eceliveisas1,1132,70,4,0,0
63359709B8011F,SW - SB TVM - Staging - Group B,,1133,71,4,0,0
63359709B80019,SW - Cubic Fixed Validator - Staging - Group A,eceliveisas1,1135,73,4,0,0
63359709B80024,SW - Cubic Fixed Validator - Staging - Group A,eceliveisas1,1135,73,4,0,0
63359709B80025,SW - Cubic Fixed Validator - Staging - Group A,eceliveisas1,1135,73,4,0,0
63359709B80029,SW - SB TVM - Staging - Group A,eceliveisas1,1138,76,4,0,0
63359709B8011F,SW - SB TVM - Staging - Group B,,1139,77,4,0,0
63359709B80019,SW - Cubic Fixed Validator - Staging - Group A,eceliveisas1,1141,79,4,0,0
63359709B80024,SW - Cubic Fixed Validator - Staging - Group A,eceliveisas1,1141,79,4,0,0
63359709B80025,SW - Cubic Fixed Validator - Staging - Group A,eceliveisas1,1141,79,4,0,0
63359709B80029,SW - SB TVM - Staging - Group A,eceliveisas1,1144,82,4,0,0
63359709B8011F,SW - SB TVM - Staging - Group B,,1145,83,4,0,0
63359709B80019,SW - Cubic Fixed Validator - Staging - Group A,eceliveisas1,1147,85,4,0,0
63359709B80024,SW - Cubic Fixed Validator - Staging - Group A,eceliveisas1,1147,85,4,0,0
63359709B80025,SW - Cubic Fixed Validator - Staging - Group A,eceliveisas1,1147,85,4,0,0
63359709B80029,SW - SB TVM - Staging - Group A,eceliveisas1,1150,88,4,0,0
63359709B8011F,SW - SB TVM - Staging - Group B,,1151,89,4,0,0
63359709B80019,SW - Cubic Fixed Validator - Staging - Group A,eceliveisas1,1153,91,4,0,0
63359709B80024,SW - Cubic Fixed Validator - Staging - Group A,eceliveisas1,1153,91,4,0,0
63359709B80025,SW - Cubic Fixed Validator - Staging - Group A,eceliveisas1,1153,91,4,0,0
63359709B80029,SW - SB TVM - Staging - Group A,eceliveisas1,1156,94,4,0,0
63359709B8011F,SW - SB TVM - Staging - Group B,,1157,95,4,0,0
63359709B80123,SW - Euclid LCID - Staging - Group C,eceliveisas1,1623,,1,0,0
63359709B80149,SW - Cubic ATG - Group A,eceliveisas1,1643,81,13,0,0
63359709B80161,SW - Cubic ATG - Group B,eceliveisas1,1645,83,13,0,0
63359709B80162,SW - Cubic ATG - Group B,eceliveisas1,1646,83,13,0,0
63359709B80163,SW - Cubic ATG - Group B,eceliveisas1,1646,83,13,0,0
63359709B80019,SW - Cubic Fixed Validator - Staging - Group A,eceliveisas1,1647,84,13,0,0
63359709B80024,SW - Cubic Fixed Validator - Staging - Group A,eceliveisas1,1647,84,13,0,0
63359709B80025,SW - Cubic Fixed Validator - Staging - Group A,eceliveisas1,1647,84,13,0,0
63359709B80029,SW - SB TVM - Staging - Group A,eceliveisas1,1648,85,13,0,0
63359709B80026,SW - Vix Fixed Validator - Staging - Group A,000330-10a895,1649,86,13,0,0
63359709B8011F,SW - SB TVM - Staging - Group B,,1651,88,13,0,0
63359709B80160,SW - SB TVM - Staging - Group C,eceliveisas1,1653,90,13,0,0
63359709B80164,SW - SB TVM - Staging - Group D,000243-039996,1654,91,13,0,0
63359709B80019,SW - Cubic Fixed Validator - Staging - Group A,eceliveisas1,1655,92,3,0,0
63359709B80024,SW - Cubic Fixed Validator - Staging - Group A,eceliveisas1,1655,92,3,0,0
63359709B80025,SW - Cubic Fixed Validator - Staging - Group A,eceliveisas1,1655,92,3,0,0
63359709B80029,SW - SB TVM - Staging - Group A,eceliveisas1,1656,93,3,0,0
63359709B80026,SW - Vix Fixed Validator - Staging - Group A,000330-10a895,1657,94,3,0,0
63359709B8011F,SW - SB TVM - Staging - Group B,,1659,96,3,0,0
63359709B80149,SW - Cubic ATG - Group A,eceliveisas1,1662,99,3,0,0
63359709B80160,SW - SB TVM - Staging - Group C,eceliveisas1,1663,100,3,0,0
63359709B80161,SW - Cubic ATG - Group B,eceliveisas1,1664,101,3,0,0
63359709B80162,SW - Cubic ATG - Group B,eceliveisas1,1665,101,3,0,0
63359709B80163,SW - Cubic ATG - Group B,eceliveisas1,1665,101,3,0,0
63359709B80164,SW - SB TVM - Staging - Group D,000243-039996,1666,102,3,0,0
63359709B80019,SW - Cubic Fixed Validator - Staging - Group A,eceliveisas1,1667,103,25,0,0
63359709B80024,SW - Cubic Fixed Validator - Staging - Group A,eceliveisas1,1667,103,25,0,0
63359709B80025,SW - Cubic Fixed Validator - Staging - Group A,eceliveisas1,1667,103,25,0,0
63359709B80029,SW - SB TVM - Staging - Group A,eceliveisas1,1668,104,25,0,0
63359709B80026,SW - Vix Fixed Validator - Staging - Group A,000330-10a895,1669,105,25,0,0
63359709B8011F,SW - SB TVM - Staging - Group B,,1671,107,25,0,0
63359709B80124,SW - VIX Pval - Staging - Group A,000330-109811,1672,108,25,0,0
63359709B80149,SW - Cubic ATG - Group A,eceliveisas1,1674,110,25,0,0
63359709B80160,SW - SB TVM - Staging - Group C,eceliveisas1,1675,111,25,0,0
63359709B80161,SW - Cubic ATG - Group B,eceliveisas1,1676,112,25,0,0
63359709B80162,SW - Cubic ATG - Group B,eceliveisas1,1677,112,25,0,0
63359709B80163,SW - Cubic ATG - Group B,eceliveisas1,1677,112,25,0,0
63359709B80164,SW - SB TVM - Staging - Group D,000243-039996,1678,113,25,0,0
63359709B800A0,SW - Euclid LCID - Staging - Group A,000320-123456,1723,,1,0,0
63359709B800F5,SW - Euclid LCID - Staging - Group B,000320-000202,1724,,1,0,0
6335970A380002,ATW HSAM Group 2,,22,3,0,0,1
6335970A380002,ATW HSAM Group 2,,25,4,0,0,1
6335970A38000A,ATW - Worldline TVM - Group 1,000326-006891,181,105,4,0,0
6335970A38000A,ATW - Worldline TVM - Group 1,000326-006891,182,106,3,0,0
6335970A38000A,ATW - Worldline TVM - Group 1,000326-006891,183,107,8,0,0
6335970A380045,ATW - S&B TVM - Group 2,eceliveisas3,213,10,2,0,1
6335970A380045,ATW - S&B TVM - Group 2,eceliveisas3,221,12,2,0,0
6335970A380045,ATW - S&B TVM - Group 2,eceliveisas3,222,13,3,0,0
6335970A380045,ATW - S&B TVM - Group 2,eceliveisas3,223,14,6,0,0
6335970A380045,ATW - S&B TVM - Group 2,eceliveisas3,224,15,28,0,0
6335970A380045,ATW - S&B TVM - Group 2,eceliveisas3,225,16,9,0,0
6335970A380045,ATW - S&B TVM - Group 2,eceliveisas3,226,17,14,0,0
6335970A380045,ATW - S&B TVM - Group 2,eceliveisas3,227,18,8,0,0
6335970A380045,ATW - S&B TVM - Group 2,eceliveisas3,228,19,8,0,0
6335970A380045,ATW - S&B TVM - Group 2,eceliveisas3,229,20,19,0,0
6335970A380045,ATW - S&B TVM - Group 2,eceliveisas3,230,21,10,0,0
6335970A380045,ATW - S&B TVM - Group 2,eceliveisas3,231,22,8,0,0
6335970A380045,ATW - S&B TVM - Group 2,eceliveisas3,232,23,8,0,0
6335970A380045,ATW - S&B TVM - Group 2,eceliveisas3,233,24,8,0,0
6335970A380045,ATW - S&B TVM - Group 2,eceliveisas3,234,25,8,0,0
6335970A380045,ATW - S&B TVM - Group 2,eceliveisas3,235,26,6,0,0
6335970A380045,ATW - S&B TVM - Group 2,eceliveisas3,236,27,8,0,0
6335970A380045,ATW - S&B TVM - Group 2,eceliveisas3,237,28,6,0,0
6335970A380045,ATW - S&B TVM - Group 2,eceliveisas3,238,29,8,0,0
6335970A380045,ATW - S&B TVM - Group 2,eceliveisas3,239,30,8,0,0
6335970A380045,ATW - S&B TVM - Group 2,eceliveisas3,240,31,8,0,0
6335970A380045,ATW - S&B TVM - Group 2,eceliveisas3,241,32,87,0,0
6335970A380045,ATW - S&B TVM - Group 2,eceliveisas3,242,33,3,0,0
6335970A380045,ATW - S&B TVM - Group 2,eceliveisas3,243,34,8,0,0
6335970A380005,ATW - Cubic ATG - Group 1,000121-163141,3442,1,8,0,0
6335970A380006,ATW - Cubic ATG - Group 1,eceliveisas3,3442,1,8,0,0
6335970A380005,ATW - Cubic ATG - Group 1,000121-163141,3445,4,4,0,0
6335970A380006,ATW - Cubic ATG - Group 1,eceliveisas3,3445,4,4,0,0
6335970A380005,ATW - Cubic ATG - Group 1,000121-163141,3754,7,8,0,0
6335970A380006,ATW - Cubic ATG - Group 1,eceliveisas3,3754,7,8,0,0
6335970A380005,ATW - Cubic ATG - Group 1,000121-163141,3757,10,16,0,0
6335970A380006,ATW - Cubic ATG - Group 1,eceliveisas3,3757,10,16,0,0
6335970A380005,ATW - Cubic ATG - Group 1,000121-163141,3854,1,9,0,0
6335970A380006,ATW - Cubic ATG - Group 1,eceliveisas3,3854,1,9,0,0
6335970A380008,ATW - S&B TVM - Group 1,eceliveisas3,3855,2,9,0,0
6335970A38000A,ATW - Worldline TVM - Group 1,000326-006891,3856,3,9,0,0
6335970A38004B,ATW - S&B TVM - Group 3,eceliveisas3,3857,4,9,0,0
6335970A380007,ATW - S&B TVM - Group 2,eceliveisas3,3858,5,9,0,0
6335970A38000B,ATW - S&B TVM - Group 2,000326-003333,3858,5,9,0,0
6335970A380044,ATW - S&B TVM - Group 2,eceliveisas3,3858,5,9,0,0
6335970A380045,ATW - S&B TVM - Group 2,eceliveisas3,3858,5,9,0,0
6335970A380046,ATW - S&B TVM - Group 2,eceliveisas3,3858,5,9,0,0
6335970A380005,ATW - Cubic ATG - Group 1,000121-163141,3867,10,4,0,0
6335970A380006,ATW - Cubic ATG - Group 1,eceliveisas3,3867,10,4,0,0
6335970A380008,ATW - S&B TVM - Group 1,eceliveisas3,3868,11,4,0,0
6335970A38000A,ATW - Worldline TVM - Group 1,000326-006891,3869,12,4,0,0
6335970A38004B,ATW - S&B TVM - Group 3,eceliveisas3,3870,13,4,0,0
6335970A380007,ATW - S&B TVM - Group 2,eceliveisas3,3871,14,4,0,0
6335970A38000B,ATW - S&B TVM - Group 2,000326-003333,3871,14,4,0,0
6335970A380044,ATW - S&B TVM - Group 2,eceliveisas3,3871,14,4,0,0
6335970A380045,ATW - S&B TVM - Group 2,eceliveisas3,3871,14,4,0,0
6335970A380046,ATW - S&B TVM - Group 2,eceliveisas3,3871,14,4,0,0
6335970A380005,ATW - Cubic ATG - Group 1,000121-163141,4000,5,2,0,0
6335970A380006,ATW - Cubic ATG - Group 1,eceliveisas3,4000,5,2,0,0
6335970A38004E,ATW - LCID - Group 1,Euclid POST 1,4001,6,2,0,0
6335970A38004F,ATW - LCID - Group 1,Euclid POST 2,4001,6,2,0,0
6335970A380050,ATW - LCID - Group 1,Euclid POST 3,4001,6,2,0,0
6335970A380051,ATW - LCID - Group 1,Euclid POST 4,4001,6,2,0,0
6335970A38000A,ATW - Worldline TVM - Group 1,000326-006891,4537,8,2,0,0
6335970A380008,ATW - S&B TVM - Group 1,eceliveisas3,4698,3,2,0,0
6335970A380007,ATW - S&B TVM - Group 2,eceliveisas3,4699,4,2,0,0
6335970A38000B,ATW - S&B TVM - Group 2,000326-003333,4699,4,2,0,0
6335970A380044,ATW - S&B TVM - Group 2,eceliveisas3,4699,4,2,0,0
6335970A380045,ATW - S&B TVM - Group 2,eceliveisas3,4699,4,2,0,0
6335970A380046,ATW - S&B TVM - Group 2,eceliveisas3,4699,4,2,0,0
6335970A38004B,ATW - S&B TVM - Group 3,eceliveisas3,4700,5,2,0,0
6335970A380003,ATW - S&B TVM - Group 4,eceliveisas3,4701,6,2,0,0
6335970A380008,ATW - S&B TVM - Group 1,eceliveisas3,4838,13,8,0,0
6335970A380007,ATW - S&B TVM - Group 2,eceliveisas3,4839,14,8,0,0
6335970A38000B,ATW - S&B TVM - Group 2,000326-003333,4839,14,8,0,0
6335970A380044,ATW - S&B TVM - Group 2,eceliveisas3,4839,14,8,0,0
6335970A380045,ATW - S&B TVM - Group 2,eceliveisas3,4839,14,8,0,0
6335970A380046,ATW - S&B TVM - Group 2,eceliveisas3,4839,14,8,0,0
6335970A38004B,ATW - S&B TVM - Group 3,eceliveisas3,4840,15,8,0,0
6335970A380003,ATW - S&B TVM - Group 4,eceliveisas3,4841,16,8,0,0
6335970A38000A,ATW - Worldline TVM - Group 1,000326-006891,4842,17,8,0,0
6335970A380008,ATW - S&B TVM - Group 1,eceliveisas3,4843,18,4,0,0
6335970A380007,ATW - S&B TVM - Group 2,eceliveisas3,4844,19,4,0,0
6335970A38000B,ATW - S&B TVM - Group 2,000326-003333,4844,19,4,0,0
6335970A380044,ATW - S&B TVM - Group 2,eceliveisas3,4844,19,4,0,0
6335970A380045,ATW - S&B TVM - Group 2,eceliveisas3,4844,19,4,0,0
6335970A380046,ATW - S&B TVM - Group 2,eceliveisas3,4844,19,4,0,0
6335970A38004B,ATW - S&B TVM - Group 3,eceliveisas3,4845,20,4,0,0
6335970A38000A,ATW - Worldline TVM - Group 1,000326-006891,4846,21,4,0,0
6335970A380008,ATW - S&B TVM - Group 1,eceliveisas3,4847,22,8,0,0
6335970A380007,ATW - S&B TVM - Group 2,eceliveisas3,4848,23,8,0,0
6335970A38000B,ATW - S&B TVM - Group 2,000326-003333,4848,23,8,0,0
6335970A380044,ATW - S&B TVM - Group 2,eceliveisas3,4848,23,8,0,0
6335970A380045,ATW - S&B TVM - Group 2,eceliveisas3,4848,23,8,0,0
6335970A380046,ATW - S&B TVM - Group 2,eceliveisas3,4848,23,8,0,0
6335970A38004B,ATW - S&B TVM - Group 3,eceliveisas3,4849,24,8,0,0
6335970A38000A,ATW - Worldline TVM - Group 1,000326-006891,4850,25,8,0,0
6335970A380008,ATW - S&B TVM - Group 1,eceliveisas3,4851,26,16,0,0
6335970A380007,ATW - S&B TVM - Group 2,eceliveisas3,4852,27,16,0,0
6335970A38000B,ATW - S&B TVM - Group 2,000326-003333,4852,27,16,0,0
6335970A380044,ATW - S&B TVM - Group 2,eceliveisas3,4852,27,16,0,0
6335970A380045,ATW - S&B TVM - Group 2,eceliveisas3,4852,27,16,0,0
6335970A380046,ATW - S&B TVM - Group 2,eceliveisas3,4852,27,16,0,0
6335970A38004B,ATW - S&B TVM - Group 3,eceliveisas3,4853,28,16,0,0
6335970A38000A,ATW - Worldline TVM - Group 1,000326-006891,4854,29,16,0,0
6335970A380005,ATW - Cubic ATG - Group 1,000121-163141,6386,8,18,0,0
6335970A380006,ATW - Cubic ATG - Group 1,eceliveisas3,6386,8,18,0,0
6335970A380008,ATW - S&B TVM - Group 1,eceliveisas3,6388,10,18,0,0
6335970A380007,ATW - S&B TVM - Group 2,eceliveisas3,6389,11,18,0,0
6335970A38000B,ATW - S&B TVM - Group 2,000326-003333,6389,11,18,0,0
6335970A380044,ATW - S&B TVM - Group 2,eceliveisas3,6389,11,18,0,0
6335970A380045,ATW - S&B TVM - Group 2,eceliveisas3,6389,11,18,0,0
6335970A380046,ATW - S&B TVM - Group 2,eceliveisas3,6389,11,18,0,0
6335970A38004B,ATW - S&B TVM - Group 3,eceliveisas3,6390,12,18,0,0
6335970A3800BA,ATW - Vix PVal - Group 2,eceliveisas3,6393,15,18,0,0
6335970A3800BB,ATW - Vix PVal - Group 2,eceliveisas3,6393,15,18,0,0
6335970A38000A,ATW - Worldline TVM - Group 1,000326-006891,6395,17,18,0,0
6335970A38004E,ATW - LCID - Group 1,Euclid POST 1,6396,18,13,0,0
6335970A38004F,ATW - LCID - Group 1,Euclid POST 2,6396,18,13,0,0
6335970A380050,ATW - LCID - Group 1,Euclid POST 3,6396,18,13,0,0
6335970A380051,ATW - LCID - Group 1,Euclid POST 4,6396,18,13,0,0
6335970A380005,ATW - Cubic ATG - Group 1,000121-163141,6397,19,11,0,0
6335970A380006,ATW - Cubic ATG - Group 1,eceliveisas3,6397,19,11,0,0
6335970A380008,ATW - S&B TVM - Group 1,eceliveisas3,6399,21,11,0,0
6335970A380007,ATW - S&B TVM - Group 2,eceliveisas3,6400,22,11,0,0
6335970A38000B,ATW - S&B TVM - Group 2,000326-003333,6400,22,11,0,0
6335970A380044,ATW - S&B TVM - Group 2,eceliveisas3,6400,22,11,0,0
6335970A380045,ATW - S&B TVM - Group 2,eceliveisas3,6400,22,11,0,0
6335970A380046,ATW - S&B TVM - Group 2,eceliveisas3,6400,22,11,0,0
6335970A38004B,ATW - S&B TVM - Group 3,eceliveisas3,6401,23,11,0,0
6335970A3800BA,ATW - Vix PVal - Group 2,eceliveisas3,6404,26,11,0,0
6335970A3800BB,ATW - Vix PVal - Group 2,eceliveisas3,6404,26,11,0,0
6335970A38000A,ATW - Worldline TVM - Group 1,000326-006891,6406,28,11,0,0
6335970A380005,ATW - Cubic ATG - Group 1,000121-163141,6407,29,11,0,0
6335970A380006,ATW - Cubic ATG - Group 1,eceliveisas3,6407,29,11,0,0
6335970A380008,ATW - S&B TVM - Group 1,eceliveisas3,6409,31,11,0,0
6335970A380007,ATW - S&B TVM - Group 2,eceliveisas3,6410,32,11,0,0
6335970A38000B,ATW - S&B TVM - Group 2,000326-003333,6410,32,11,0,0
6335970A380044,ATW - S&B TVM - Group 2,eceliveisas3,6410,32,11,0,0
6335970A380045,ATW - S&B TVM - Group 2,eceliveisas3,6410,32,11,0,0
6335970A380046,ATW - S&B TVM - Group 2,eceliveisas3,6410,32,11,0,0
6335970A38004B,ATW - S&B TVM - Group 3,eceliveisas3,6411,33,11,0,0
6335970A3800BA,ATW - Vix PVal - Group 2,eceliveisas3,6414,36,11,0,0
6335970A3800BB,ATW - Vix PVal - Group 2,eceliveisas3,6414,36,11,0,0
6335970A38000A,ATW - Worldline TVM - Group 1,000326-006891,6416,38,11,0,0
6335970A380005,ATW - Cubic ATG - Group 1,000121-163141,6845,42,5,0,0
6335970A380006,ATW - Cubic ATG - Group 1,eceliveisas3,6845,42,5,0,0
6335970A380008,ATW - S&B TVM - Group 1,eceliveisas3,6847,44,5,0,0
6335970A380007,ATW - S&B TVM - Group 2,eceliveisas3,6848,45,5,0,0
6335970A38000B,ATW - S&B TVM - Group 2,000326-003333,6848,45,5,0,0
6335970A380044,ATW - S&B TVM - Group 2,eceliveisas3,6848,45,5,0,0
6335970A380045,ATW - S&B TVM - Group 2,eceliveisas3,6848,45,5,0,0
6335970A380046,ATW - S&B TVM - Group 2,eceliveisas3,6848,45,5,0,0
6335970A38004B,ATW - S&B TVM - Group 3,eceliveisas3,6849,46,5,0,0
6335970A3800BA,ATW - Vix PVal - Group 2,eceliveisas3,6852,49,5,0,0
6335970A3800BB,ATW - Vix PVal - Group 2,eceliveisas3,6852,49,5,0,0
6335970A38000A,ATW - Worldline TVM - Group 1,000326-006891,6854,51,5,0,0
6335970A380005,ATW - Cubic ATG - Group 1,000121-163141,8000,1,31,0,0
6335970A380006,ATW - Cubic ATG - Group 1,eceliveisas3,8000,1,31,0,0
6335970A380008,ATW - S&B TVM - Group 1,eceliveisas3,8002,3,31,0,0
6335970A380007,ATW - S&B TVM - Group 2,eceliveisas3,8003,4,31,0,0
6335970A38000B,ATW - S&B TVM - Group 2,000326-003333,8003,4,31,0,0
6335970A380044,ATW - S&B TVM - Group 2,eceliveisas3,8003,4,31,0,0
6335970A380045,ATW - S&B TVM - Group 2,eceliveisas3,8003,4,31,0,0
6335970A380046,ATW - S&B TVM - Group 2,eceliveisas3,8003,4,31,0,0
6335970A38004B,ATW - S&B TVM - Group 3,eceliveisas3,8004,5,31,0,0
6335970A3800BA,ATW - Vix PVal - Group 2,eceliveisas3,8007,8,31,0,0
6335970A3800BB,ATW - Vix PVal - Group 2,eceliveisas3,8007,8,31,0,0
6335970A38000A,ATW - Worldline TVM - Group 1,000326-006891,8009,10,31,0,0
6335970A380005,ATW - Cubic ATG - Group 1,000121-163141,8010,11,31,0,0
6335970A380006,ATW - Cubic ATG - Group 1,eceliveisas3,8010,11,31,0,0
6335970A380008,ATW - S&B TVM - Group 1,eceliveisas3,8012,13,31,0,0
6335970A380007,ATW - S&B TVM - Group 2,eceliveisas3,8013,14,31,0,0
6335970A38000B,ATW - S&B TVM - Group 2,000326-003333,8013,14,31,0,0
6335970A380044,ATW - S&B TVM - Group 2,eceliveisas3,8013,14,31,0,0
6335970A380045,ATW - S&B TVM - Group 2,eceliveisas3,8013,14,31,0,0
6335970A380046,ATW - S&B TVM - Group 2,eceliveisas3,8013,14,31,0,0
6335970A38004B,ATW - S&B TVM - Group 3,eceliveisas3,8014,15,31,0,0
6335970A3800BA,ATW - Vix PVal - Group 2,eceliveisas3,8017,18,31,0,0
6335970A3800BB,ATW - Vix PVal - Group 2,eceliveisas3,8017,18,31,0,0
6335970A38000A,ATW - Worldline TVM - Group 1,000326-006891,8019,20,31,0,0
6335970A380005,ATW - Cubic ATG - Group 1,000121-163141,8020,21,31,0,0
6335970A380006,ATW - Cubic ATG - Group 1,eceliveisas3,8020,21,31,0,0
6335970A380008,ATW - S&B TVM - Group 1,eceliveisas3,8022,23,31,0,0
6335970A380007,ATW - S&B TVM - Group 2,eceliveisas3,8023,24,31,0,0
6335970A38000B,ATW - S&B TVM - Group 2,000326-003333,8023,24,31,0,0
6335970A380044,ATW - S&B TVM - Group 2,eceliveisas3,8023,24,31,0,0
6335970A380045,ATW - S&B TVM - Group 2,eceliveisas3,8023,24,31,0,0
6335970A380046,ATW - S&B TVM - Group 2,eceliveisas3,8023,24,31,0,0
6335970A38004B,ATW - S&B TVM - Group 3,eceliveisas3,8024,25,31,0,0
6335970A3800BA,ATW - Vix PVal - Group 2,eceliveisas3,8026,27,31,0,0
6335970A3800BB,ATW - Vix PVal - Group 2,eceliveisas3,8026,27,31,0,0
6335970A38000A,ATW - Worldline TVM - Group 1,000326-006891,8029,30,31,0,0
6335970A380005,ATW - Cubic ATG - Group 1,000121-163141,8030,31,21,0,0
6335970A380006,ATW - Cubic ATG - Group 1,eceliveisas3,8030,31,21,0,0
6335970A380008,ATW - S&B TVM - Group 1,eceliveisas3,8032,33,21,0,0
6335970A380007,ATW - S&B TVM - Group 2,eceliveisas3,8033,34,21,0,0
6335970A38000B,ATW - S&B TVM - Group 2,000326-003333,8033,34,21,0,0
6335970A380044,ATW - S&B TVM - Group 2,eceliveisas3,8033,34,21,0,0
6335970A380045,ATW - S&B TVM - Group 2,eceliveisas3,8033,34,21,0,0
6335970A380046,ATW - S&B TVM - Group 2,eceliveisas3,8033,34,21,0,0
6335970A38004B,ATW - S&B TVM - Group 3,eceliveisas3,8034,35,21,0,0
6335970A3800BA,ATW - Vix PVal - Group 2,eceliveisas3,8037,38,21,0,0
6335970A3800BB,ATW - Vix PVal - Group 2,eceliveisas3,8037,38,21,0,0
6335970A38000A,ATW - Worldline TVM - Group 1,000326-006891,8039,40,21,0,0
6335970A380005,ATW - Cubic ATG - Group 1,000121-163141,8040,41,21,0,0
6335970A380006,ATW - Cubic ATG - Group 1,eceliveisas3,8040,41,21,0,0
6335970A380008,ATW - S&B TVM - Group 1,eceliveisas3,8042,43,21,0,0
6335970A380007,ATW - S&B TVM - Group 2,eceliveisas3,8043,44,21,0,0
6335970A38000B,ATW - S&B TVM - Group 2,000326-003333,8043,44,21,0,0
6335970A380044,ATW - S&B TVM - Group 2,eceliveisas3,8043,44,21,0,0
6335970A380045,ATW - S&B TVM - Group 2,eceliveisas3,8043,44,21,0,0
6335970A380046,ATW - S&B TVM - Group 2,eceliveisas3,8043,44,21,0,0
6335970A38004B,ATW - S&B TVM - Group 3,eceliveisas3,8044,45,21,0,0
6335970A3800BA,ATW - Vix PVal - Group 2,eceliveisas3,8047,48,21,0,0
6335970A3800BB,ATW - Vix PVal - Group 2,eceliveisas3,8047,48,21,0,0
6335970A38000A,ATW - Worldline TVM - Group 1,000326-006891,8049,50,21,0,0
6335970A38004E,ATW - LCID - Group 1,Euclid POST 1,8050,51,27,0,0
6335970A38004F,ATW - LCID - Group 1,Euclid POST 2,8050,51,27,0,0
